step_id,description
404,"Meanwhile, in a large bowl, combine flour, 1/4 cup white sugar, 1/4 cup brown sugar, baking powder, and salt. Blend in butter with your fingertips, or a pastry blender, until mixture resembles coarse meal. Stir in water until just combined."
405,"Remove peaches from oven, and drop spoonfuls of topping over them. Sprinkle entire cobbler with the sugar and cinnamon mixture. Bake until topping is golden, about 30 minutes."
406,Preheat oven to 350 degrees F (175 degrees C).
407,Bake potatoes in preheated oven for 1 hour.
408,"Meanwhile, place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside."
409,"When potatoes are done allow them to cool for 10 minutes. Slice potatoes in half lengthwise and scoop the flesh into a large bowl; save skins. To the potato flesh add sour cream, milk, butter, salt, pepper, 1/2 cup cheese and 1/2 the green onions. Mix with a hand mixer until well blended and creamy. Spoon the mixture into the potato skins. Top each with remaining cheese, green onions and bacon."
410,Bake for another 15 minutes.
411,"If grilling, preheat an outdoor grill for high heat, and lightly oil a sheet of aluminum foil. If baking, preheat oven to 375 degrees F (190 degrees C), and lightly oil a baking sheet."
412,"In a medium bowl, mash black beans with a fork until thick and pasty."
413,"In a food processor, finely chop bell pepper, onion, and garlic. Then stir into mashed beans."
414,"In a small bowl, stir together egg, chili powder, cumin, and chili sauce."
415,Stir the egg mixture into the mashed beans. Mix in bread crumbs until the mixture is sticky and holds together. Divide mixture into four patties.
416,"If grilling, place patties on foil, and grill about 8 minutes on each side. If baking, place patties on baking sheet, and bake about 10 minutes on each side."
417,"Place the water, sugar and yeast in the pan of the bread machine. Let the yeast dissolve and foam for 10 minutes. Add the oil, flour and salt to the yeast. Select Basic or White Bread setting, and press Start."
418,"Crush 9 of the cookies to fine crumbs in food processor; reserve for later use. (Cookies can also be finely crushed in a resealable plastic bag using a rolling pin.) Crush remaining 36 cookies to fine crumbs; place in medium bowl. Add cream cheese; mix until well blended. Roll cookie mixture into 42 balls, about 1-inch in diameter."
419,Dip balls in chocolate; place on wax paper-covered baking sheet. (Any leftover chocolate can be stored at room temperature for another use.) Sprinkle with reserved cookie crumbs.
420,"Refrigerate until firm, about 1 hour. Store leftover truffles, covered, in refrigerator."
421,"In a bowl, stir together water, ketchup, soy sauce, cornstarch, honey, crushed red pepper, and ground ginger. Set aside."
422,"Heat oil in a large skillet over medium-high heat. Stir in green onions and garlic; cook 30 seconds. Stir in shrimp, and toss to coat with oil. Stir in sauce. Cook and stir until sauce is bubbly and thickened."
423,"In a medium glass bowl, prepare marinade by mixing garlic, light olive oil, basil, salt, pepper, lemon juice and parsley. Place salmon fillets in a medium glass baking dish, and cover with the marinade. Marinate in the refrigerator about 1 hour, turning occasionally."
424,Preheat oven to 375 degrees F (190 degrees C).
425,"Place fillets in aluminum foil, cover with marinade, and seal. Place sealed salmon in the glass dish, and bake 35 to 45 minutes, until easily flaked with a fork."
426,Preheat oven to 350 degrees F (175 degrees C).
427,"Melt 2 tablespoons butter in a large skillet over medium heat. Stir in flour until smooth, and cook for one minute. Stir in the salt, sugar, onion, and sour cream. Add green beans, and stir to coat."
428,"Transfer the mixture to a 2 1/2 quart casserole dish. Spread shredded cheese over the top. In a small bowl, toss together cracker crumbs and remaining butter, and sprinkle over the cheese."
429,"Bake for 30 minutes in the preheated oven, or until the top is golden and cheese is bubbly."
430,"Bring a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 minutes. Drain and mash. Mix in butter, finely chopped onion and 1/4 cup shredded cheese. Season with salt and pepper to taste; set aside."
431,"Bring a large pot of salted water to a boil. Add carrots and cook until tender but still firm, about 15 minutes. Drain, mash and set aside. Preheat oven to 375 degrees F (190 degrees C.)"
432,"Heat oil in a large frying pan. Add onion and cook until clear. Add ground beef and cook until well browned. Pour off excess fat, then stir in flour and cook 1 minute. Add ketchup and beef broth. Bring to a boil, reduce heat and simmer for 5 minutes."
433,"Spread the ground beef in an even layer on the bottom of a 2 quart casserole dish. Next, spread a layer of mashed carrots. Top with the mashed potato mixture and sprinkle with remaining shredded cheese."
434,"Bake in the preheated oven for 20 minutes, or until golden brown."
435,Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch baking pan.
436,"In a large bowl, mix together the oil, sugar and 2 teaspoons vanilla until well blended. Combine the flour, 1/2 cup cocoa, baking soda and salt; stir into the sugar mixture. Fold in the zucchini and walnuts. Spread evenly into the prepared pan."
437,"Bake for 25 to 30 minutes in the preheated oven, until brownies spring back when gently touched. To make the frosting, melt together the 6 tablespoons of cocoa and margarine; set aside to cool. In a medium bowl, blend together the confectioners' sugar, milk and 1/2 teaspoon vanilla. Stir in the cocoa mixture. Spread over cooled brownies before cutting into squares."
438,"In a small bowl, mix together salt, black pepper, cayenne, paprika, 1/4 teaspoon garlic powder, onion powder, thyme and parsley. Sprinkle spice mixture generously on both sides of chicken breasts."
439,"Heat butter and olive oil in a large heavy skillet over medium heat. Saute chicken until golden brown, about 6 minutes on each side. Sprinkle with 2 teaspoons garlic powder and lime juice. Cook 5 minutes, stirring frequently to coat evenly with sauce."
440,"Preheat oven to 350 degree F (175 degree C). Spread the white and whole wheat bread cubes in a single layer on a large baking sheet. Bake for 5 to 7 minutes in the preheated oven, or until evenly toasted. Transfer toasted bread cubes to a large bowl."
441,"In a large skillet, cook the sausage and onions over medium heat, stirring and breaking up the lumps until evenly browned. Add the celery, sage, rosemary, and thyme; cook, stirring, for 2 minutes to blend flavors."
442,"Pour sausage mixture over bread in bowl. Mix in chopped apple, dried cranberries, parsley, and liver. Drizzle with turkey stock and melted butter, and mix lightly. Allow stuffing to cool completely before loosely stuffing a turkey."
443,"Place ground beef in a large, deep skillet. Cook over medium-high heat until evenly brown. Drain, and crumble."
444,"In a large pot over high heat combine the ground beef, tomato juice, tomato sauce, kidney beans, pinto beans, onions, bell pepper, cayenne pepper, sugar, oregano, ground black pepper, salt, cumin and chili powder. Bring to a boil, then reduce heat to low. Simmer for 1 1/2 hours. (Note: If using a slow cooker, set on low, add ingredients, and cook for 8 to 10 hours.)"
445,Preheat oven to 350 degrees F (175 degrees C).
446,"Place chicken in a roasting pan, and season generously inside and out with salt and pepper. Sprinkle inside and out with onion powder. Place 3 tablespoons margarine in the chicken cavity. Arrange dollops of the remaining margarine around the chicken's exterior. Cut the celery into 3 or 4 pieces, and place in the chicken cavity."
447,"Bake uncovered 1 hour and 15 minutes in the preheated oven, to a minimum internal temperature of 180 degrees F (82 degrees C). Remove from heat, and baste with melted margarine and drippings. Cover with aluminum foil, and allow to rest about 30 minutes before serving."
448,Preheat oven to 350 degrees F (175 degrees C).
449,"Place garlic in a small baking dish. Bake in the preheated oven 20 to 30 minutes, until soft. Remove from heat. When cool enough to touch, squeeze softened garlic from skins."
450,"In an 8x8 inch baking dish, spread the roasted garlic, spinach, artichoke hearts, Alfredo-style pasta sauce, mozzarella cheese, Parmesan cheese, and cream cheese."
451,"Bake in the preheated oven 30 minutes, or until cheeses are melted and bubbly. Serve warm."
452,Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish.
453,"In a bowl, blend the olive oil and garlic. In a separate bowl, mix the bread crumbs, Parmesan cheese, basil, and pepper. Dip each chicken breast in the oil mixture, then in the bread crumb mixture. Arrange the coated chicken breasts in the prepared baking dish, and top with any remaining bread crumb mixture."
454,"Bake 30 minutes in the preheated oven, or until chicken is no longer pink and juices run clear."
455,Preheat oven to 350 degrees F (175 degrees C).
456,"Stir the ground beef, crushed crackers, Cheddar cheese, and onion soup mix in a large bowl until well combined. Whisk the eggs, ketchup, and steak sauce in a separate bowl until smooth. Mix the eggs into the meat until evenly combined, if the mixture seems too dry, add a little water. Press into a 9x5 inch loaf pan."
457,"Bake in preheated oven until the meatloaf reaches 160 degrees F (71 degrees C) and is no longer pink in the center, 45 to 60 minutes."
458,Combine the coleslaw mix and onion in a large bowl.
459,"Whisk together the salad dressing, vegetable oil, sugar, vinegar, salt, and poppy seeds in a medium bowl; blend thoroughly. Pour dressing mixture over coleslaw mix and toss to coat. Chill at least 2 hours before serving."
460,"Place water, milk, egg, 1/3 cup butter, sugar, salt, flour and yeast in the pan of the bread machine in the order recommended by the manufacturer. Select Dough/Knead and First Rise Cycle; press Start."
461,"When cycle finishes, turn dough out onto a lightly floured surface. Divide dough in half. Roll each half into a 12 inch circle, spread 1/4 cup softened butter over entire round. Cut each circle into 8 wedges. Roll wedges starting at wide end; roll gently but tightly. Place point side down on ungreased cookie sheet. Cover with clean kitchen towel and put in a warm place, let rise 1 hour. Meanwhile, preheat oven to 400 degrees F (200 degrees C)."
462,"Bake in preheated oven for 10 to 15 minutes, until golden."
463,"In a stockpot or Dutch oven, brown sausage with garlic. Stir in broth, tomatoes and carrots, and season with salt and pepper. Reduce heat, cover, and simmer 15 minutes."
464,"Stir in beans with liquid and zucchini. Cover, and simmer another 15 minutes, or until zucchini is tender."
465,"Remove from heat, and add spinach. Replace lid allowing the heat from the soup to cook the spinach leaves. Soup is ready to serve after 5 minutes."
466,"Cream butter, peanut butter, and sugars together in a bowl; beat in eggs."
467,"In a separate bowl, sift flour, baking powder, baking soda, and salt; stir into butter mixture. Put dough in refrigerator for 1 hour."
468,"Roll dough into 1 inch balls and put on baking sheets. Flatten each ball with a fork, making a crisscross pattern. Bake in a preheated 375 degrees F oven for about 10 minutes or until cookies begin to brown."
469,"Rub the chicken breasts with the seasoning salt, cover and refrigerate for 30 minutes."
470,"Preheat oven to 350 degrees F (175 degrees C). Place bacon in a large, deep skillet. Cook over medium high heat until crisp. Set aside."
471,"In a medium bowl, combine the mustard, honey, corn syrup, mayonnaise and dried onion flakes. Remove half of sauce, cover and refrigerate to serve later."
472,"Heat oil in a large skillet over medium heat. Place the breasts in the skillet and saute for 3 to 5 minutes per side, or until browned. Remove from skillet and place the breasts into a 9x13 inch baking dish. Apply the honey mustard sauce to each breast, then layer each breast with mushrooms and bacon. Sprinkle top with shredded cheese."
473,"Bake in preheated oven for 15 minutes, or until cheese is melted and chicken juices run clear. Garnish with parsley and serve with the reserved honey mustard sauce."
474,Preheat oven to 350 degrees F (175 degrees C).
475,"Melt the butter in a saucepan over low heat, and cook the garlic until tender, about 5 minutes."
476,"In a shallow bowl, mix the bread crumbs, Parmesan cheese, Cheddar cheese, parsley, oregano, pepper, and salt."
477,"Dip each chicken breast in the garlic butter to coat, then press into the bread crumb mixture. Arrange the coated chicken breasts in a 9x13 inch baking dish. Drizzle with any remaining butter and top with any remaining bread crumb mixture."
478,"Bake 30 minutes in the preheated oven, or until chicken is no longer pink and juices run clear."
479,"In a large saucepan, saute onions in margarine until tender. Add squash, water, bouillon, marjoram, black pepper and cayenne pepper. Bring to boil; cook 20 minutes, or until squash is tender."
480,"Puree squash and cream cheese in a blender or food processor in batches until smooth. Return to saucepan, and heat through. Do not allow to boil."
481,"In a large bowl, whisk together oil, honey, soy sauce, and pepper. Before adding chicken, reserve a small amount of marinade to brush onto kabobs while cooking. Place the chicken, garlic, onions and peppers in the bowl, and marinate in the refrigerator at least 2 hours (the longer the better)."
482,Preheat the grill for high heat.
483,"Drain marinade from the chicken and vegetables, and discard marinade. Thread chicken and vegetables alternately onto the skewers."
484,"Lightly oil the grill grate. Place the skewers on the grill. Cook for 12 to 15 minutes, until chicken juices run clear. Turn and brush with reserved marinade frequently."
485,"Combine flour, salt, sugar, and yeast in a large bowl. Mix in oil and warm water. Spread out on a large pizza pan. Top as desired."
486,Bake at 375 degrees C (190 degrees C) for 20 to 25 minutes.
487,"In a bowl, mix together the milk, pumpkin, egg, oil and vinegar. Combine the flour, brown sugar, baking powder, baking soda, allspice, cinnamon, ginger and salt in a separate bowl. Stir into the pumpkin mixture just enough to combine."
488,"Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each pancake. Brown on both sides and serve hot."
489,"In a large pot or dutch oven, cook beef in oil over medium heat until brown. Dissolve bouillon in water and pour into pot. Stir in rosemary, parsley and pepper. Bring to a boil, then reduce heat, cover and simmer 1 hour."
490,"Stir potatoes, carrots, celery, and onion into the pot. Dissolve cornstarch in 2 teaspoons cold water and stir into stew. Cover and simmer 1 hour more."
491,Preheat oven to 350 degrees F (175 degrees C).
492,"In a small bowl, thoroughly blend soy sauce, vegetable oil, Worcestershire sauce, lemon juice, brown sugar, and ketchup."
493,"Place pork chops in a medium baking dish, and spread with 1/2 the sauce."
494,"Bake pork chops 30 minutes in the preheated oven. Turn, and spread with remaining sauce. Continue baking 30 minutes, or until internal temperature of the chops has reached 145 degrees F (63 degrees C)."
495,Preheat oven to 350 degrees F (175 degrees C).
496,"In a medium, non-stick skillet over medium heat, cook chicken until no longer pink and juices run clear. Drain excess fat. Cube the chicken and return it to the skillet. Add the onion, sour cream, Cheddar cheese, parsley, oregano and ground black pepper. Heat until cheese melts. Stir in salt, tomato sauce, water, chili powder, green pepper and garlic."
497,Roll even amounts of the mixture in the tortillas. Arrange in a 9x13 inch baking dish. Cover with taco sauce and 3/4 cup Cheddar cheese. Bake uncovered in the preheated oven 20 minutes. Cool 10 minutes before serving.
498,"Preheat oven to 425 degrees F. Whisk pumpkin, sweetened condensed milk, eggs, spices and salt in medium bowl until smooth. Pour into crust. Bake 15 minutes."
499,Reduce oven temperature to 350 degrees F and continue baking 35 to 40 minutes or until knife inserted 1 inch from crust comes out clean. Cool. Garnish as desired. Store leftovers covered in refrigerator.
500,"Heat oil in a large saucepan over medium heat and add rice. Cook, stirring constantly, until puffed and golden. While rice is cooking, sprinkle with salt and cumin."
501,"Stir in onions and cook until tender. Stir in tomato sauce and chicken broth; bring to a boil. Reduce heat to low, cover and simmer for 20 to 25 minutes. Fluff with a fork."
502,Preheat oven to 350 degrees F (175 degrees C). Grease and flour two nine inch round pans.
503,"In a large bowl, stir together the sugar, flour, cocoa, baking powder, baking soda and salt. Add the eggs, milk, oil and vanilla, mix for 2 minutes on medium speed of mixer. Stir in the boiling water last. Batter will be thin. Pour evenly into the prepared pans."
504,"Bake 30 to 35 minutes in the preheated oven, until the cake tests done with a toothpick. Cool in the pans for 10 minutes, then remove to a wire rack to cool completely."
505,"In a large bowl, combine yogurt, lemon juice, 2 teaspoons cumin, cinnamon, cayenne, black pepper, ginger, and 4 teaspoons salt. Stir in chicken, cover, and refrigerate for 1 hour."
506,Preheat a grill for high heat.
507,"Lightly oil the grill grate. Thread chicken onto skewers, and discard marinade. Grill until juices run clear, about 5 minutes on each side."
508,"Melt butter in a large heavy skillet over medium heat. Saute garlic and jalapeno for 1 minute. Season with 2 teaspoons cumin, paprika, and 3 teaspoons salt. Stir in tomato sauce and cream. Simmer on low heat until sauce thickens, about 20 minutes. Add grilled chicken, and simmer for 10 minutes. Transfer to a serving platter, and garnish with fresh cilantro."
509,Preheat the oven to 450 degrees F (220 degrees C). Grease a large casserole dish.
510,"Place the olive oil and garlic in a large resealable bag. Add cauliflower, and shake to mix. Pour into the prepared casserole dish, and season with salt and pepper to taste."
511,"Bake for 25 minutes, stirring halfway through. Top with Parmesan cheese and parsley, and broil for 3 to 5 minutes, until golden brown."
512,"Bring a large pot of lightly salted water to a boil. Add linguini pasta, and cook for 8 to 10 minutes, or until al dente; drain."
513,"Meanwhile, place chicken and Cajun seasoning in a bowl, and toss to coat."
514,"In a large skillet over medium heat, saute chicken in butter until no longer pink and juices run clear, about 5 to 7 minutes. Add green and red bell peppers, sliced mushrooms and green onions; cook for 2 to 3 minutes. Reduce heat, and stir in heavy cream. Season the sauce with basil, lemon pepper, salt, garlic powder and ground black pepper, and heat through."
515,"In a large bowl, toss linguini with sauce. Sprinkle with grated Parmesan cheese."
516,"In a medium bowl, whisk together the sesame seeds, poppy seeds, sugar, olive oil, vinegar, paprika, Worcestershire sauce and onion. Cover, and chill for one hour."
517,"In a large bowl, combine the spinach, strawberries and almonds. Pour dressing over salad, and toss. Refrigerate 10 to 15 minutes before serving."
518,"Bring a large pot of salted water to a boil. Cut the tops off the peppers, and remove the seeds. Cook peppers in boiling water for 5 minutes; drain. Sprinkle salt inside each pepper, and set aside."
519,"In a large skillet, saute beef and onions for 5 minutes, or until beef is browned. Drain off excess fat, and season with salt and pepper. Stir in the tomatoes, rice, 1/2 cup water and Worcestershire sauce. Cover, and simmer for 15 minutes, or until rice is tender. Remove from heat, and stir in the cheese."
520,"Preheat the oven to 350 degrees F. (175 degrees C). Stuff each pepper with the beef and rice mixture, and place peppers open side up in a baking dish. In a medium bowl, combine tomato soup with just enough water to make the soup a gravy consistency. Pour over the peppers."
521,"Bake covered for 25 to 35 minutes, until heated through and cheese is melted and bubbly."
522,Preheat oven to 350 degrees F (175 degrees C). Lightly grease a small baking dish.
523,"In a medium bowl, mix together cream cheese, mayonnaise, Parmesan cheese, Romano cheese, garlic, basil, garlic salt, salt and pepper. Gently stir in artichoke hearts and spinach."
524,"Transfer the mixture to the prepared baking dish. Top with mozzarella cheese. Bake in the preheated oven 25 minutes, until bubbly and lightly browned."
525,"In a medium bowl, mix together the butter or margarine, graham cracker crumbs, confectioners' sugar, and 1 cup peanut butter until well blended. Press evenly into the bottom of an ungreased 9x13 inch pan."
526,"In a metal bowl over simmering water, or in the microwave, melt the chocolate chips with the peanut butter, stirring occasionally until smooth. Spread over the prepared crust. Refrigerate for at least one hour before cutting into squares."
527,"Preheat oven to 450 degrees F (230 degrees C). In a medium bowl, dissolve yeast and sugar in warm water. Let stand until creamy, about 10 minutes."
528,"Stir in flour, salt and oil. Beat until smooth. Let rest for 5 minutes."
529,"Turn dough out onto a lightly floured surface and pat or roll into a round. Transfer crust to a lightly greased pizza pan or baker's peel dusted with cornmeal. Spread with desired toppings and bake in preheated oven for 15 to 20 minutes, or until golden brown. Let baked pizza cool for 5 minutes before serving."
530,Preheat oven to 350 degrees F (175 degrees C).
531,"Sprinkle chicken breasts with salt and pepper to taste, and place in a lightly greased 9x13 inch baking dish. In a small bowl, combine the honey, mustard, basil, paprika, and parsley. Mix well. Pour 1/2 of this mixture over the chicken, and brush to cover."
532,"Bake in the preheated oven for 30 minutes. Turn chicken pieces over and brush with the remaining 1/2 of the honey mustard mixture. Bake for an additional 10 to 15 minutes, or until chicken is no longer pink and juices run clear. Let cool 10 minutes before serving."
533,"In a large pot over medium heat, melt butter. Cook onion and celery in butter until just tender, 5 minutes. Pour in chicken and vegetable broths and stir in chicken, noodles, carrots, basil, oregano, salt and pepper. Bring to a boil, then reduce heat and simmer 20 minutes before serving."
534,Preheat oven to 400 degrees F (200 degrees C). Spray or lightly grease a 9 inch round cake pan.
535,"In a large bowl, combine flour, cornmeal, sugar, salt and baking powder. Stir in egg, milk and vegetable oil until well combined. Pour batter into prepared pan."
536,"Bake in preheated oven for 20 to 25 minutes, or until a toothpick inserted into the center of the loaf comes out clean."
537,"In a skillet over medium heat, brown ground beef, onion and garlic; drain fat. Mix in basil, oregano, brown sugar, 1 1/2 teaspoons salt, diced tomatoes and tomato paste. Simmer for 30 to 45 minutes, stirring occasionally."
538,"Preheat oven to 375 degrees F (190 degrees C). Bring a large pot of lightly salted water to a boil. Add lasagna noodles, and cook for 5 to 8 minutes, or until al dente; drain. Lay noodles flat on towels, and blot dry."
539,"In a medium bowl, mix together eggs, ricotta, Parmesan cheese, parsley and 1 teaspoon salt."
540,"Layer 1/3 of the lasagna noodles in the bottom of a 9x13 inch baking dish. Cover noodles with 1/2 ricotta mixture, 1/2 of the mozzarella cheese and 1/3 of the sauce. Repeat. Top with remaining noodles and sauce. Sprinkle additional Parmesan cheese over the top."
541,Bake in the preheated oven 30 minutes. Let stand 10 minutes before serving.
542,"In a stockpot, melt butter over medium heat. Cook onion in butter until softened. Stir in broccoli, and cover with chicken broth. Simmer until broccoli is tender, 10 to 15 minutes."
543,"Reduce heat, and stir in cheese cubes until melted. Mix in milk and garlic powder."
544,"In a small bowl, stir cornstarch into water until dissolved. Stir into soup; cook, stirring frequently, until thick."
545,Preheat oven to 375 degrees F (190 degrees C).
546,"In a medium bowl, mix together the artichoke hearts, Parmesan cheese, mayonnaise, and garlic pepper. Place chicken in a greased baking dish, and cover evenly with artichoke mixture."
547,"Bake, uncovered, for 30 minutes in the preheated oven, or until chicken is no longer pink in the center and juices run clear."
548,Preheat oven to 350 degrees F (175 degrees C). Lightly grease 4 mini-loaf pans.
549,"In a large bowl, beat together the eggs, oil, vanilla, and sugar. Fold in the zucchini. Beat in the flour, salt, baking powder, baking soda, and cinnamon. Gently fold in the blueberries. Transfer to the prepared mini-loaf pans."
550,"Bake 50 minutes in the preheated oven, or until a knife inserted in the center of a loaf comes out clean. Cool 20 minutes in pans, then turn out onto wire racks to cool completely."
551,"In a large bowl, mix together the ground beef, egg, bread crumbs, pepper, salt, onion powder, garlic powder, and Worcestershire sauce. Form into 8 balls, and flatten into patties."
552,"Heat the oil in a large skillet over medium heat. Fry the patties and onion in the oil until patties are nicely browned, about 4 minutes per side. Remove the beef patties to a plate, and keep warm."
553,"Sprinkle flour over the onions and drippings in the skillet. Stir in flour with a fork, scraping bits of beef off of the bottom as you stir. Gradually mix in the beef broth and sherry. Season with seasoned salt. Simmer and stir over medium-low heat for about 5 minutes, until the gravy thickens. Turn heat to low, return patties to the gravy, cover, and simmer for another 15 minutes."
554,Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8x12 inch pan.
555,"In a medium bowl, sift together flour, baking soda, salt and cinnamon. Set aside."
556,"In a large bowl, combine eggs, buttermilk, oil, sugar and vanilla. Mix well. Add flour mixture and mix well."
557,"In a medium bowl, combine shredded carrots, coconut, walnuts, pineapple and raisins."
558,"Using a large wooden spoon or a very heavy whisk, add carrot mixture to batter and fold in well."
559,"Pour into prepared 8x12 inch pan, and bake at 350 degrees F (175 degrees C) for 1 hour. Check with toothpick."
560,Allow to cool for at least 20 minutes before serving.
561,Preheat oven to 350 degrees F (175 degrees C).
562,"In a large bowl, cream together shortening, margarine, brown sugar, white sugar, and peanut butter until smooth. Beat in the eggs one at a time until well blended. Combine the flour, baking soda, and salt; stir into the creamed mixture. Mix in the oats until just combined. Drop by teaspoonfuls onto ungreased cookie sheets."
563,"Bake for 10 to 15 minutes in the preheated oven, or until just light brown. Don't over-bake. Cool and store in an airtight container."
564,Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9 inch round cake pans or one 9x13 inch pan.
565,"In large bowl combine flour, sugar, cocoa, baking soda, baking powder and salt. Make a well in the center."
566,"Add eggs, coffee, buttermilk, oil and vanilla. Beat for 2 minutes on medium speed. Batter will be thin. Pour into prepared pans."
567,"Bake at 350 degrees F (175 degrees C) for 30 to 40 minutes, or until toothpick inserted into center of cake comes out clean. Cool for 10 minutes, then remove from pans and finish cooling on a wire rack. Fill and frost as desired."
568,Preheat oven to 350 degrees F (180 degrees C).
569,"Combine ingredients and drop by teaspoonfuls on cookie sheet. Bake for 8 minutes. Let cool. Recipe doesn't make very many, so you could double recipe as you desire."
570,"In a medium bowl, blend the taco seasoning mix and refried beans. Spread the mixture onto a large serving platter."
571,Mix the sour cream and cream cheese in a medium bowl. Spread over the refried beans.
572,"Top the layers with salsa. Place a layer of tomato, green bell pepper, green onions and lettuce over the salsa, and top with Cheddar cheese. Garnish with black olives."
573,"In a shallow glass dish, stir together the honey, soy sauce, balsamic vinegar, ginger, garlic and olive oil. Season fish fillets with salt and pepper, and place them into the dish. If the fillets have skin on them, place them skin side down. Cover, and refrigerate for 20 minutes to marinate."
574,"Heat vegetable oil in a large skillet over medium-high heat. Remove fish from the dish, and reserve marinade. Fry fish for 4 to 6 minutes on each side, turning only once, until fish flakes easily with a fork. Remove fillets to a serving platter and keep warm."
575,"Pour reserved marinade into the skillet, and heat over medium heat until the mixture reduces to a glaze consistently. Spoon glaze over fish, and serve immediately."
576,"In a saucepan, warm the broth over low heat."
577,"Warm 2 tablespoons olive oil in a large saucepan over medium-high heat. Stir in the mushrooms, and cook until soft, about 3 minutes. Remove mushrooms and their liquid, and set aside."
578,"Add 1 tablespoon olive oil to skillet, and stir in the shallots. Cook 1 minute. Add rice, stirring to coat with oil, about 2 minutes. When the rice has taken on a pale, golden color, pour in wine, stirring constantly until the wine is fully absorbed. Add 1/2 cup broth to the rice, and stir until the broth is absorbed. Continue adding broth 1/2 cup at a time, stirring continuously, until the liquid is absorbed and the rice is al dente, about 15 to 20 minutes."
579,"Remove from heat, and stir in mushrooms with their liquid, butter, chives, and parmesan. Season with salt and pepper to taste."
580,"Boil sweet potato whole in skin for 40 to 50 minutes, or until done. Run cold water over the sweet potato, and remove the skin."
581,"Break apart sweet potato in a bowl. Add butter, and mix well with mixer. Stir in sugar, milk, eggs, nutmeg, cinnamon and vanilla. Beat on medium speed until mixture is smooth. Pour filling into an unbaked pie crust."
582,"Bake at 350 degrees F (175 degrees C) for 55 to 60 minutes, or until knife inserted in center comes out clean. Pie will puff up like a souffle, and then will sink down as it cools."
583,"In a large pot over medium heat, combine broth, water and chicken. Bring just to boiling, then stir in rice, reserving seasoning packet. Cover and remove from heat."
584,"In a small bowl, combine salt, pepper and flour. In a medium saucepan over medium heat, melt butter. Stir in contents of seasoning packet until mixture is bubbly. Reduce heat to low, then stir in flour mixture by tablespoons, to form a roux. Whisk in cream, a little at a time, until fully incorporated and smooth. Cook until thickened, 5 minutes."
585,"Stir cream mixture into broth and rice. Cook over medium heat until heated through, 10 to 15 minutes."
586,"Melt butter in a sauce pan. Stir in flour to form a paste. Add white sugar, brown sugar and water; bring to a boil. Reduce temperature, and simmer 5 minutes."
587,"Meanwhile, place the bottom crust in your pan. Fill with apples, mounded slightly. Cover with a lattice work crust. Gently pour the sugar and butter liquid over the crust. Pour slowly so that it does not run off."
588,"Bake 15 minutes at 425 degrees F (220 degrees C). Reduce the temperature to 350 degrees F (175 degrees C), and continue baking for 35 to 45 minutes."
589,"In a saucepan, combine apples, water, sugar, and cinnamon. Cover, and cook over medium heat for 15 to 20 minutes, or until apples are soft. Allow to cool, then mash with a fork or potato masher."
590,"Place the chicken in a large pot and add water to cover. Bring to a boil over high heat, then reduce the heat to medium-low, cover, and simmer until the chicken pieces are no longer pink, about 10 minutes. Shred chicken by placing two forks back to back and pulling meat apart. Set the shredded chicken aside. Meanwhile, combine the cream of chicken soup, sour cream, and chili powder in a saucepan. Bring to a simmer over low heat, stirring occasionally, then turn off the heat and cover to keep warm."
591,"Heat the butter in a skillet over medium heat. Stir in the onion; cook and stir until the onion has softened and turned translucent, about 5 minutes. Add the shredded chicken, chopped green chilies, taco seasoning, half of the bunch of chopped green onion, and water. Allow to simmer for 10 minutes. Stir in the lime juice, onion powder, and garlic powder; simmer for an additional 10 minutes."
592,Preheat an oven to 350 degrees F (175 degrees C). Stir 1 cup of the soup mixture into the skillet with the chicken mixture. Spread the remaining soup mixture on the bottom of a 9x13 inch baking dish.
593,"Fill each tortilla with chicken mixture. Sprinkle Cheddar cheese over the chicken filling before folding the tortillas, reserving half of the shredded cheese for topping the enchiladas. Fold tortillas over the filling and place seam-side down in the prepared pan."
594,"Pour enchilada sauce evenly over the enchiladas. Cover with the remaining 1 1/2 cups of Cheddar cheese. Sprinkle the reserved chopped green onions and the sliced olives on top of the cheese. Bake in the preheated oven until filling is heated through and the cheese is melted and bubbling, about 25 minutes."
595,"Preheat oven to 350 degrees F (175 degrees C). Place the chicken breast halves on a baking sheet; bake 20 to 30 minutes, until no longer pink and juices run clear. Remove from heat, and set aside."
596,Increase the oven temperature to 400 degrees F (200 degrees C).
597,"Melt the butter in a medium saucepan over medium heat. Stirring constantly, mix in the garlic, lemon juice, cream of mushroom soup, Italian seasoning, half-and-half, and Parmesan cheese."
598,"Arrange the spinach over the bottom of a 9x9 inch baking dish. Cover the spinach with the mushrooms. Pour half the mixture from the saucepan over the mushrooms. Arrange chicken breasts in the dish, and cover with the remaining sauce mixture. Sprinkle with bacon bits, and top with mozzarella cheese."
